Mark,WIND,Competitor,Nat,Venue,Date
10.53,19.0,Aleksey PUSHKAREV,RUS,Krasnodar (RUS),2009-06-09
10.53,10.0,Ulises MORAN,ECU,Guayaquil (ECU),2009-06-12
10.53,17.0,Katim TOURÃ‰,SEN,Salamanca (ESP),2009-06-14
10.53,7.0,Rusheen MCDONALD,JAM,Kingston (JAM),2017-03-25
10.53,20.0,MichaÅ‚ BRZUCHALA,POL,Lublin (POL),2009-06-14
10.53,14.0,Hideyuki OUCHI,JPN,Hiroshima (JPN),2009-06-27
10.53,15.0,Antony COUFFE,FRA,Lamballe (FRA),2009-07-18
10.53,13.0,Dmytro OSTROVSKYY,UKR,Kiev (UKR),2009-08-03
10.53,6.0,Dican FENG,CHN,Zhengzhou (CHN),2009-09-05
10.53,-11.0,Ronald AMAYA,VEN,Caracas (VEN),2009-10-09
10.53,11.0,Holland CABARA,TTO,Dunedin (NZL),2017-02-26
10.53,10.0,Cleavon DILLON,TTO,Port-of-Spain (TTO),2009-06-19
10.53,10.0,Rashad CAMPBELL,USA,"Greensboro, NC (USA)",2011-05-15
10.53,12.0,Nick STEWART,GBR,Newham (GBR),2017-05-07
10.53,20.0,Demarcus PORTER,USA,"Arlington, TX (USA)",2017-05-13
10.53,12.0,Duan ASEMOTA,CAN,Ottawa (CAN),2017-07-06
10.53,12.0,Lionel Tshimanga MUTEBA,CAN,Ottawa (CAN),2017-07-07
10.53,-5.0,Huaishuang WANG,CHN,Dalian (CHN),2017-07-07
10.53,0.0,Nicholas HOUGH,AUS,Sydney (AUS),2011-12-10
10.53,17.0,Alwin FLOHR,GER,Mannheim (GER),2011-08-13
10.53,13.0,Festus ASANTE,DEN,Copenhagen (DEN),2015-09-05
10.53,18.0,Aobakwe MALAU,BOT,Tlemcen (ALG),2017-06-29
10.53,20.0,Eugene AYANFUL,GBR,Bedford (GBR),2011-07-16
10.53,11.0,Jeryl BRAZIL,USA,Carolina (PUR),2011-06-04
10.53,11.0,Edward DAVIS,USA,"New Orleans, LA (USA)",2014-03-22
10.53,-12.0,Andre FORD-AZONWANNA,CAN,Sudbury (CAN),2011-06-03
10.53,10.0,Till HELMKE,GER,Weinheim (GER),2011-05-28
10.53,11.0,Gualtiero BERTOLONE,ITA,Gavardo (ITA),2011-05-21
10.53,7.0,Daniel MOLOWNY SOLANA,ESP,Barcelona (ESP),2011-05-21
10.53,6.0,Minhua HUANG,CHN,Shenzhen (CHN),2011-06-11
10.53,0.0,Elija GILBERT,USA,"Gunnison, CO (USA)",2017-05-07
10.53,8.0,Yo-han LEE,KOR,Jeongseon (KOR),2017-06-27
10.53,9.0,Hakeem HUGGINS,SKN,Basseterre (SKN),2017-06-18
10.53,11.0,Ismael DIOP,FRA,Montgeron (FRA),2017-05-14
10.53,17.0,Nicholas DESHONG,BAR,"Greensboro, NC (USA)",2017-05-14
10.53,-8.0,Aidan SYERS,GBR,Loughborough (GBR),2017-05-21
10.53,12.0,Kristian JONES,GBR,Loughborough (GBR),2017-05-21
10.53,13.0,Devin SAWYER,USA,"Gulf Shores, AL (USA)",2017-05-26
10.53,14.0,Seth BOOMSMA,USA,"Tampa, FL (USA)",2017-05-26
10.53,4.0,Mitsuhiro ABIKO,JPN,Osaka (JPN),2017-06-23
10.53,5.0,Rico FREIMUTH,GER,"MÃ¶sle-Stadium, GÃ¶tzis (AUT)",2017-05-27
10.53,14.0,Daniel KAMULALI,USA,"Clovis, CA (USA)",2017-06-02
10.53,-9.0,Stirley JONES,USA,"Claremont, CA (USA)",2017-06-03
10.53,6.0,Daniel BUDIN,ROU,Cluj-Napoca (ROU),2017-06-03
10.53,10.0,Lorenzo PAISSAN,ITA,Bressanone (ITA),2017-06-04
10.53,8.0,Shaquille HAVERKAMP,NED,Leiden (NED),2017-06-17
10.53,10.0,Kesi OLUDOYI,GBR,Bedford (GBR),2017-06-17
10.53,10.0,Colby JENNINGS,TKS,Kingston (JAM),2017-05-27
10.53,-15.0,Igor OBRAZTSOV,RUS,Cheboksary (RUS),2015-08-03
10.53,18.0,Kendall KEE,USA,"Jacksonville, FL (USA)",2015-05-28
10.53,20.0,Terryon CONWELL,USA,"Hoschton, GA (USA)",2015-07-12
10.53,10.0,Brunell MCKENZIE,BAH,Nassau (BAH),2010-06-25
10.53,10.0,Artur SZCZÄ˜ÅšNIAK,POL,BiaÅ‚ystok (POL),2010-06-26
10.53,3.0,Desheng YI,CHN,Chongqing (CHN),2010-06-26
10.53,8.0,Kostyantyn VASYUKOV,UKR,Donetsk (UKR),2010-07-01
10.53,10.0,Ruben PROS,ESP,AvilÃ©s (ESP),2010-07-17
10.53,5.0,CÃ©dric NABE,SUI,Lugano (SUI),2010-07-17
10.53,-13.0,Jamal Mohd AMIRUDDIN,SGP,Singapore (SGP),2010-07-25
10.53,-6.0,Fuchao LIU,CHN,Zibo (CHN),2010-09-23
10.53,14.0,Yasushi NAKAYAMA,JPN,Chiba (JPN),2010-10-01
10.53,14.0,Yuki TAKESHITA,JPN,Chiba (JPN),2010-10-01
10.53,9.0,Kion BENJAMIN,TTO,Port-of-Spain (TTO),2019-03-14
10.53,6.0,Cameron LEIBA,USA,"Fort Lauderdale, FL (USA)",2019-03-22
10.53,-13.0,David LOPEZ,USA,"Lancaster, CA (USA)",2019-03-22
10.53,20.0,Roshaun ROWE,JAM,Kingston (JAM),2019-03-28
10.53,-6.0,Nixson Anak KENNEDY,MAS,Kuala Lumpur (MAS),2019-03-30
10.53,8.0,Malcolm DOTSON,USA,"Tucson, AZ (USA)",2019-04-06
10.53,-5.0,Mike KOIKE,JPN,Yokohama (JPN),2019-04-06
10.53,15.0,Justin BECKER,USA,"Iowa City, IA (USA)",2019-05-12
10.53,0.0,Isaiah CUNNINGHAM,USA,"Norman, OK (USA)",2019-05-11
10.53,18.0,Rasaun HOUSE,USA,"Santa Barbara, CA (USA)",2019-05-10
10.53,10.0,Caleb MCMILLER,USA,"Austin, TX (USA)",2019-05-10
10.53,12.0,Alex SANDS,USA,"Charlottesville, VA (USA)",2019-05-10
10.53,16.0,Toshiaki KATO,JPN,Kyoto (JPN),2019-05-09
10.53,10.0,Delmas OBOU,ITA,Quarrata (ITA),2010-06-23
10.53,16.0,Alex NELSON,USA,"Lincoln, NE (USA)",2019-05-04
10.53,11.0,Ching-Ming CHAO,TPE,Chiayi (TPE),2019-04-29
10.53,8.0,Alessandro PIUBENI,ITA,Modena (ITA),2019-04-25
10.53,0.0,Rodrigo OPAZO,CHI,Cochabamba (BOL),2019-04-24
10.53,17.0,Darius TURNER,USA,"Hickory, NC (USA)",2019-04-18
10.53,12.0,Darien JOHNSON,USA,"Columbia, SC (USA)",2019-04-13
10.53,8.0,Jaelen MEANS,USA,"Slippery Rock, PA (USA)",2019-04-06
10.53,-20.0,Chiebuka ONWUZURIKE,USA,"Worcester, MA (USA)",2019-05-03
10.53,5.0,David ALERTE,FRA,Torino (ITA),2010-06-12
10.53,9.0,Rosario LA MASTRA,ITA,"Stadio Olimpico, Roma (ITA)",2010-06-10
10.53,1.0,Aleksandr VASHURKIN,RUS,Cheboksary (RUS),2010-06-05
10.53,14.0,Khoury CRENSHAW,USA,"Bloomington, IN (USA)",2018-05-12
10.53,-9.0,Khalil LACY,USA,"San Antonio, TX (USA)",2018-05-05
10.53,15.0,Jailen BELL,USA,"Prairie View, TX (USA)",2018-05-05
10.53,13.0,Willari WATSON,USA,"Lubbock, TX (USA)",2018-05-05
10.53,9.0,Jacquez STUART,USA,"Jacksonville, FL (USA)",2018-05-05
10.53,13.0,Jackson Cesar DA SILVA,BRA,SÃ£o Paulo (BRA),2018-04-15
10.53,20.0,Aobakwe MALAU,BOT,"Tulsa, OK (USA)",2018-05-12
10.53,4.0,Winston LEE,USA,"Gainesville, FL (USA)",2018-04-13
10.53,8.0,Ja'Maun CHARLES,USA,"Los Angeles, CA (USA)",2018-03-17
10.53,-6.0,Mitchell WILLIAMS-SWAIN,AUS,Gold Coast (AUS),2018-02-16
10.53,-18.0,Simang'aliso NDHLOVU,ZAM,Ndola (ZAM),2018-02-10
10.53,0.0,Fahhad Mohammed ALSUBAIE,KSA,At Ta'if (KSA),2018-02-02
10.53,20.0,Kemar BAILEY-COLE,JAM,Kingston (JAM),2010-03-26
10.53,13.0,Lucas MATA,AUS,Perth (AUS),2010-01-08
10.53,5.0,Theodore YOUNG,RSA,Potchefstroom (RSA),2018-04-12
10.53,11.0,William BUSH,USA,"Charlotte, NC (USA)",2019-05-12
10.53,20.0,Silusapho DINGISWAYO,RSA,Pretoria (RSA),2019-02-23
10.53,8.0,Scott RICHARDSON,AUS,Sydney (AUS),2010-03-27
10.53,11.0,Ritesh ANAND,IND,Bengaluru (IND),2010-06-05
10.53,3.0,Oluwasegun MAKINDE,CAN,St. Laurent (CAN),2010-05-22
10.53,0.0,Nick TRISKO,USA,"La Crosse, WI (USA)",2010-05-14
10.53,4.0,Michael PROCTOR,USA,"Athens, GA (USA)",2010-05-08
10.53,17.0,Wilfried BINGANGOYE,GAB,Nassau (BAH),2010-05-01
10.53,0.0,Kevin FURLOUGH,USA,"Abilene, TX (USA)",2010-05-01
10.53,2.0,Ismail KAMARA,SLE,Sydney (AUS),2019-03-09
10.53,11.0,Marquise GOODWIN,USA,"Austin, TX (USA)",2010-05-01
10.53,16.0,Anton GRAPHENREED,USA,"Mobile, AL (USA)",2010-04-10
10.53,16.0,Carl MCKINZIE,USA,"Mobile, AL (USA)",2010-04-10
10.53,15.0,Jamaree GORDON,USA,"Oxford, OH (USA)",2010-04-10
10.53,14.0,Wen-Tang WANG,TPE,Taipei City (TPE),2010-04-10
10.53,2.0,Tyler ALEXANDER,USA,"Baton Rouge, LA (USA)",2010-04-17
10.53,18.0,Gideon Ernst NARIB,NAM,"Independence Stadium, Windhoek (NAM)",2019-05-18
10.53,10.0,Shemar BOLDIZSAR,GBR,Loughborough (GBR),2019-05-19
10.53,11.0,Ryo WADA,JPN,Sagamihara (JPN),2019-05-23
10.53,1.0,Khoury CRENSHAW,USA,"Charlottesville, VA (USA)",2015-04-17
10.53,2.0,Avery HUBBARD,USA,"Johnson City, TN (USA)",2015-04-15
10.53,10.0,Diab DAVIS,USA,"Arcadia, CA (USA)",2015-04-11
10.53,11.0,Isaiah BRANDT-SIMS,USA,"Palo Alto, CA (USA)",2015-04-11
10.53,-13.0,Jordan TAYLOR,USA,"Riverside, CA (USA)",2015-03-28
10.53,-1.0,Tre HOUSTON,BER,Leonora (GUY),2017-07-15
10.53,2.0,Woodrow RANDALL,USA,"Waco, TX (USA)",2015-04-18
10.53,15.0,Cameron COUNCIL,USA,"Durham, NC (USA)",2017-07-23
10.53,19.0,Aleksey LAPTEV,RUS,Zhukovskiy (RUS),2017-07-28
10.53,17.0,Tomasz WIERNIK,POL,ToruÅ„ (POL),2008-09-20
10.53,11.0,Morten JENSEN,DEN,Rhede (GER),2008-09-07
10.53,12.0,Daniel KOSSOWSKI,POL,Slubice (POL),2008-08-29
10.53,3.0,Oleksiy KASYANOV,UKR,"National Stadium, Beijing (CHN)",2008-08-21
10.53,9.0,Abdallah Saeed AL SOOLI,OMA,"National Stadium, Beijing (CHN)",2008-08-15
10.53,-6.0,Ahmed ALI,SUD,Karlstad (SWE),2017-07-25
10.53,4.0,Sebastian FRICKE,GER,Recklinghausen (GER),2008-07-26
10.53,-1.0,Binglin ZHU,CHN,Jinan (CHN),2015-04-29
10.53,10.0,Darius SMITH,USA,"Clarksville, TN (USA)",2015-05-15
10.53,11.0,Lebokeng SESELE,RSA,Letterkenny (IRL),2015-07-10
10.53,0.0,ZalÃ¡n KÃDASI,HUN,Miskolc (HUN),2015-06-27
10.53,10.0,Jermain HINDS,BAR,St. Michael (BAR),2015-06-19
10.53,16.0,Derek BREDY,USA,"Norwalk, CA (USA)",2015-06-06
10.53,-9.0,Ali LIAQAT,PAK,Wuhan (CHN),2015-06-03
10.53,16.0,Gilbert HAINUCA,NAM,Kingston (JAM),2015-05-30
10.53,17.0,Devan BROWN,USA,"Hammond, LA (USA)",2015-05-09
10.53,19.0,Emil VON BARTH,SWE,Weinheim (GER),2015-05-30
10.53,9.0,Koura KABA FANTONI,ITA,Pescara (ITA),2009-05-23
10.53,19.0,Maxwell WILLIS,USA,"Baltimore, MD (USA)",2015-05-23
10.53,18.0,Jacob GRAY,USA,"Austin, TX (USA)",2015-05-16
10.53,-5.0,Nasir ADEEB,USA,"San Mateo, CA (USA)",2015-05-16
10.53,13.0,Dwayne CAINES,USA,"Clermont, FL (USA)",2015-05-16
10.53,13.0,Kevin SNEAD,USA,"Muncie, IN (USA)",2015-05-15
10.53,-6.0,Mikhail IDRISOV,RUS,Sochi (RUS),2015-05-28
10.53,-4.0,Onyeaku CHUKWUMA,NGR,Warri (NGR),2015-07-30
10.53,14.0,SÃ©bastien GATTUSO,MON,Dijon (FRA),2008-07-12
10.53,20.0,Fabian ZIÃ“ÅKOWSKI,POL,Szczecin (POL),2008-07-04
10.53,13.0,Abdulaziz Rabie AL JADANI,KSA,Kladno (CZE),2019-07-13
10.53,17.0,Fabrizio CEGLIE,ITA,"Stadio Giuseppe Grezar, Trieste (ITA)",2019-06-29
10.53,19.0,Michael OHIOZE,GBR,"Long Beach, CA (USA)",2019-06-29
10.53,0.0,Anderson MARQUINEZ,ECU,Cali (COL),2019-06-15
10.53,2.0,Jaheim JONES,USA,"Greensboro, NC (USA)",2019-06-15
10.53,12.0,Kamden JACKSON,USA,"Albuquerque, NM (USA)",2019-06-08
10.53,19.0,Jak Ali HARVEY,JAM,Kingston (JAM),2008-03-22
10.53,2.0,Tevin RICHARDSON,USA,"Montverde, FL (USA)",2019-06-08
10.53,20.0,Kostas SKRABULIS,LTU,Utena (LTU),2019-06-07
10.53,4.0,Adam BALCEREK,POL,Gliwice (POL),2019-06-02
10.53,12.0,Yacouba PFÃ„LZNER,GER,Jena (GER),2019-06-01
10.53,-11.0,Aleksandr YEFIMOV,RUS,Sochi (RUS),2019-05-28
10.53,5.0,Shinya KAWAKAMI,JPN,Niigata (JPN),2019-05-26
10.53,11.0,Roelf BOUWMEESTER,NED,Weinheim (GER),2019-05-25
10.53,18.0,Dylan BROWN,USA,La Habana (CUB),2019-06-07
10.53,8.0,Karl MATZNER,AUT,Villach (AUT),2008-07-05
10.53,-5.0,Fabrice COIFFIC,MRI,RÃ©duit (MRI),2008-04-06
10.53,16.0,Jonathan WILLIAMS,USA,"Walnut, CA (USA)",2008-04-20
10.53,20.0,MichaÅ‚ BRZUCHALA,POL,Szczecin (POL),2008-07-04
10.53,1.0,Onyeaku CHUKWUMA,NGR,Abuja (NGR),2008-07-02
10.53,0.0,Chijoke OKWONMA,NGR,Abuja (NGR),2008-07-01
10.53,-4.0,Jason SMYTH,IRL,Tallinn (EST),2008-06-22
10.53,5.0,CornÃ© DU PLESSIS,RSA,Bilbao (ESP),2008-06-21
10.53,19.0,Laurent STANISLAS,FRA,Miramas (FRA),2008-06-14
10.53,6.0,Rodney CAMPBELL,JAM,"Waco, TX (USA)",2008-04-19
10.53,14.0,Don PITTER,CAN,Toronto (CAN),2008-06-14
10.53,4.0,Jeremiah JENKINS,USA,"Clermont, FL (USA)",2008-06-07
10.53,5.0,Ladislav KÅ˜ÃÅ½EK,CZE,Praha (CZE),2008-06-07
10.53,12.0,PÃ©ter MIKLÃ“S,HUN,VeszprÃ©m (HUN),2008-05-24
10.53,14.0,Adrien DEGHELT,BEL,Kessel-Lo (BEL),2008-05-11
10.53,-6.0,Rafeeq CURRY,USA,"Tallahassee, FL (USA)",2008-05-10
10.53,19.0,Max DYCE,USA,"Moorpark, CA (USA)",2008-05-02
10.53,5.0,Roland KWITT,AUT,Regensburg (GER),2008-06-08
10.53,19.0,Justin ANDERSON,USA,"Hutchinson, KS (USA)",2009-05-22
10.53,10.0,HÃ©ctor COTTO,PUR,"Walnut, CA (USA)",2011-06-04
10.53,-8.0,Byron WASHINGTON,USA,"Murfreesboro, TN (USA)",2009-05-09
10.53,10.0,Shane CRAWFORD,USA,"Bloomington, IN (USA)",2013-05-03
10.53,-3.0,Wen-Tang WANG,TPE,Bangkok (THA),2013-05-04
10.53,19.0,Diego LAWRENCE,USA,"Jacksonville, FL (USA)",2013-05-10
10.53,5.0,Tony BROWN,USA,"Austin, TX (USA)",2013-05-10
10.53,7.0,Joseph MEYER,USA,"Hollywood, FL (USA)",2013-05-11
10.53,9.0,Michael WILSON,GRN,"Hollywood, FL (USA)",2013-05-18
10.53,14.0,Davide DEIMICHEI,ITA,Gavardo (ITA),2013-05-19
10.53,13.0,Darrius BAKER,USA,"Greensboro, NC (USA)",2013-05-23
10.53,20.0,Raymond HATTON,USA,"Austin, TX (USA)",2013-05-23
10.53,-4.0,Daniel JAMIESON,JAM,"Pueblo, CO (USA)",2013-05-25
10.53,1.0,Tim ABEYIE,GHA,Weinheim (GER),2013-05-25
10.53,-9.0,James FREEMAN,USA,"Amherst, OH (USA)",2013-05-31
10.53,20.0,Charles CLARK,USA,"Montverde, FL (USA)",2013-06-01
10.53,1.0,Shintaro HORIE,JPN,Hiroshima (JPN),2013-04-28
10.53,-9.0,Onyeaku CHUKWUMA,NGR,Warri (NGR),2013-06-14
10.53,5.0,Roy EJIAKUEKWU,GBR,Mannheim (GER),2013-06-29
10.53,1.0,Ali LIAQAT,PAK,Pune (IND),2013-07-03
10.53,-4.0,Sibusiso MATSENJWA,SWZ,"Central Stadium, Kazan (RUS)",2013-07-07
10.53,3.0,Teddy TINMAR,FRA,Paris (FRA),2013-07-13
10.53,12.0,Roberto DONATI,ITA,Rieti (ITA),2013-07-17
10.53,15.0,Giovanni GALBIERI,ITA,Milano (ITA),2013-07-27
10.53,4.0,Se-Won KIM,KOR,Taebaek (KOR),2013-08-08
10.53,5.0,Andrew HOWE,ITA,Rieti (ITA),2013-09-28
10.53,-5.0,Jaeha LEE,KOR,Incheon (KOR),2013-10-20
10.53,18.0,Raoni DE PAULA AMARAL,BRA,SÃ£o Paulo (BRA),2014-06-14
10.53,7.0,Brandon BORDEN,USA,"Columbus, OH (USA)",2014-06-07
10.53,9.0,Jan Å½UMER,SLO,Regensburg (GER),2014-06-07
10.53,6.0,JÃ¡nos SIPOS,HUN,Zalaegerszeg (HUN),2014-06-07
10.53,18.0,Bogdan MADARAS,ROU,BucureÅŸti (ROU),2013-06-28
10.53,8.0,Andy ROBERTSON,USA,"Gainesville, FL (USA)",2013-04-20
10.53,8.0,Anthony BLAKELY,USA,"Oxford, MS (USA)",2013-04-13
10.53,-30.0,Antonio HERBERT,USA,"Lafayette, LA (USA)",2012-03-17
10.53,18.0,Johnathan SMITH,USA,"Winston Salem, NC (USA)",2012-03-16
10.53,-10.0,Yuri DE LIMA MONTEIRO,BRA,Rio de Janeiro (BRA),2012-03-03
10.53,-10.0,Luis Gabriel PEREIRA SILVA,BRA,Rio de Janeiro (BRA),2012-03-03
10.53,6.0,Benjamin JAWORSKI,AUS,Brisbane (AUS),2012-01-14
10.53,18.0,Shannon GROVER,USA,"Nacogdoches, TX (USA)",2009-05-10
10.53,4.0,Hiroshi DOTE,JPN,Itami (JPN),2014-10-05
10.53,1.0,Dubeiker CEDEÃ‘O,VEN,Barquisimeto (VEN),2014-09-26
10.53,11.0,Jose Eduardo DE ABREU,BRA,Sao Bernardo do Campo (BRA),2014-08-23
10.53,-4.0,Kamil KRYÅƒSKI,POL,"Stadion PGE Narodowy, Warszawa (POL)",2014-08-23
10.53,2.0,Erik HAGBERG,SWE,Umea (SWE),2014-08-01
10.53,9.0,Molefi MAAT,USA,"Des Moines, IA (USA)",2014-07-30
10.53,11.0,Jannik REHBEIN,GER,Hamburg (GER),2014-07-12
10.53,17.0,Thibaut VAN TILBEURGH,FRA,Oyonnax (FRA),2014-07-06
10.53,19.0,Mateusz JÄ˜DRUSIK,POL,Katowice (POL),2014-07-02
10.53,1.0,Stiven VALOIS,COL,MedellÃ­n (COL),2014-06-27
10.53,4.0,Kyu-won CHO,KOR,Kimchun (KOR),2014-06-25
10.53,6.0,Abdelhadi BOUCHAKOUR,ALG,Algiers (ALG),2014-06-24
10.53,18.0,Edi SOUSA,POR,Palencia (ESP),2014-06-22
10.53,10.0,Jan KRAMBERGER,SLO,Wien (AUT),2014-06-17
10.53,18.0,Po-Yu PAN,TPE,Kaohsiung (TPE),2013-02-26
10.53,8.0,Lebokeng SESELE,RSA,Pretoria (RSA),2013-03-16
10.53,6.0,Manteo MITCHELL,USA,"Cullowhee, NC (USA)",2013-03-23
10.53,7.0,Thando ROTO,RSA,Pretoria (RSA),2013-04-05
10.53,-12.0,Ramone BAILEY,JAM,"Los Angeles, CA (USA)",2013-04-06
10.53,2.0,James LAW,USA,"Greensboro, NC (USA)",2013-04-12
10.53,19.0,Sandro Ricardo RODRIGUES VIANA,BRA,"Athens, GA (USA)",2013-04-13
10.53,6.0,Dominic DAVIS,USA,"Clovis, CA (USA)",2014-06-07
10.53,-1.0,Simone PETTENATI,ITA,Torino (ITA),2014-06-06
10.53,18.0,Cole HENDERSON,USA,"Charleston, IL (USA)",2014-05-31
10.53,1.0,Gawain WILLIAMS,JAM,Kingston (JAM),2014-05-31
10.53,4.0,Ifrish ALBERG,SUR,Kourou (GUY),2016-04-09
10.53,19.0,Willian SCHRAMM DESCHAMPS,BRA,Sao Bernardo do Campo (BRA),2016-04-15
10.53,12.0,Asa GUEVARA,TTO,"Berkeley, CA (USA)",2016-04-23
10.53,-11.0,Roy EJIAKUEKWU,GBR,"Fayetteville, AR (USA)",2016-05-06
10.53,1.0,Mohamed Fares JLASSI,TUN,Tlemcen (ALG),2016-05-06
10.53,8.0,Joseph DEWAR,GBR,Eton (GBR),2016-05-07
10.53,19.0,Caleb GABRIEL,USA,"Greensboro, NC (USA)",2016-05-07
10.53,11.0,Quinntyn QUALLS,USA,"Liberty, MO (USA)",2016-05-07
10.53,6.0,Mitchel DAVIS,JAM,Kingston (JAM),2016-05-13
10.53,16.0,Antoine LLOYD,USA,"Lincoln, NE (USA)",2016-05-14
10.53,-26.0,Sudirman HADI,INA,Manggar (INA),2016-05-20
10.53,0.0,Alexander JURETZKO,GER,Bremen (GER),2016-05-21
10.53,10.0,Bryan MERCADO,USA,"Phoenix, AZ (USA)",2016-05-21
10.53,11.0,Jakub ADAMSKI,POL,ÅÃ³dÅº (POL),2016-05-21
10.53,17.0,Darrell SINGLETON,USA,La Habana (CUB),2016-05-27
10.53,6.0,Josh HAMILTON,VIN,Port-of-Spain (TTO),2016-05-28
10.53,6.0,Ayodele TAFFE,TTO,Port-of-Spain (TTO),2016-05-28
10.53,8.0,Andrea FEDERICI,ITA,Gavardo (ITA),2016-05-29
10.53,8.0,Stanislau DARAHAKUPETS,BLR,Minsk (BLR),2016-06-01
10.53,18.0,Adam PAWLOWSKI,POL,Bydgoszcz (POL),2016-06-05
10.53,9.0,Silyan GEORGIEV,BUL,Stara Zagora (BUL),2016-06-09
10.53,7.0,Tommy RAMDHAN,GBR,GenÃ¨ve (SUI),2016-06-11
10.53,19.0,Davron ATABAEV,TJK,Dushanbe (TJK),2016-06-12
10.53,13.0,Marcel KADLEC,CZE,TÃ¡bor (CZE),2016-06-18
10.53,5.0,Joris VAN GOOL,NED,Mannheim (GER),2016-06-25
10.53,10.0,Daniel OBENG,GBR,Loughborough (GBR),2016-07-16
10.53,3.0,Hiroaki YABASHI,JPN,Kumagaya (JPN),2016-09-02
10.53,5.0,Yusuke TANAKA,JPN,Kumagaya (JPN),2016-09-02
10.53,6.0,Samuel PUROLA,FIN,Tampere (FIN),2016-09-03
10.53,11.0,Deon HOPE,BAR,"San Angelo, TX (USA)",2016-04-09
10.53,-4.0,Bralon TAPLIN,USA,"El Paso, TX (USA)",2012-03-24
10.53,20.0,Yeiker MENDOZA,VEN,Barinas (VEN),2016-04-09
10.53,5.0,Gerrit WICKENS,RSA,Germiston (RSA),2016-03-31
10.53,16.0,Alfredo MPESO,ESP,Fuenlabrada (ESP),2014-05-29
10.53,15.0,Raphael MÃœLLER,GER,Karlsbad (GER),2014-05-24
10.53,11.0,Ini-Oluwa Victor OYE,USA,"Gulf Shores, AL (USA)",2014-05-24
10.53,10.0,Roberto RIGALI,ITA,Gavardo (ITA),2014-05-18
10.53,10.0,Lamont Marcell JACOBS,ITA,Gavardo (ITA),2014-05-18
10.53,-10.0,Arthur DELANEY,USA,"Pullman, WA (USA)",2014-05-18
10.53,9.0,Alvaro CASSIANI,VEN,Maracaibo (VEN),2014-05-17
10.53,-8.0,Ramone WAITE,USA,"Princeton, NJ (USA)",2014-05-17
10.53,8.0,Josh DELOACH,USA,"Laramie, WY (USA)",2014-05-17
10.53,4.0,Jordan CHARLES,USA,"Laramie, WY (USA)",2014-05-16
10.53,14.0,Ahmad RASHAD,USA,"Los Angeles, CA (USA)",2014-05-10
10.53,18.0,James TAYLOR,USA,"Clermont, FL (USA)",2014-05-10
10.53,19.0,Chris LEWIS,USA,"Baton Rouge, LA (USA)",2014-05-09
10.53,13.0,Yuri DE LIMA MONTEIRO,BRA,Rio de Janeiro (BRA),2014-05-03
10.53,-3.0,Jordan HENDERSON,USA,"Romeoville, IL (USA)",2014-05-03
10.53,10.0,Michael CHEEKS,USA,"Knoxville, TN (USA)",2014-05-03
10.53,10.0,Treyvion JOHNSON,USA,"Lubbock, TX (USA)",2014-05-03
10.53,20.0,Dushane FARRIER,CAN,"Troy, AL (USA)",2014-04-26
10.53,19.0,Dennis BAIN,BAH,"Rock Hill, SC (USA)",2014-04-25
10.53,7.0,Alex KOENEN,USA,"Platteville, WI (USA)",2014-04-12
10.53,10.0,Joshua ATKINSON,USA,"Austin, TX (USA)",2014-03-28
10.53,0.0,Thaddeus SMITH,USA,"Riverside, CA (USA)",2016-03-05
10.53,19.0,Pedro Gil Xavier ALMEIDA SANTOS,BRA,Sao Bernardo do Campo (BRA),2016-03-12
10.53,17.0,Daynier SAN MARTÃN,CUB,La Habana (CUB),2016-03-17
10.53,3.0,Ethan NOBLE,RSA,Bloemfontein (RSA),2016-03-18
10.53,15.0,Cameron WILLIAMS,USA,"Coral Gables, FL (USA)",2016-03-19
10.53,3.0,Sergio GERMAÃN,CHI,Cuenca (ECU),2016-03-26
10.53,20.0,Dylan SICOBO,SEY,RÃ©duit (MRI),2016-04-03
10.53,15.0,Nicholas BOYLETT,AUS,Perth (AUS),2010-02-19
10.53,-6.0,Tamunotonye BRIGGS,NGR,Port Harcourt (NGR),2012-04-01
10.53,0.0,Mantas Å ILKAUSKAS,LTU,Kaunas (LTU),2012-07-07
10.53,18.0,Mike VAN KRUCHTEN,NED,Donnas (ITA),2012-07-14
10.53,3.0,Maximilian KRIESE,GER,Weinheim (GER),2012-07-27
10.53,3.0,Qiang CHEN,CHN,Kunshan (CHN),2012-09-22
10.53,3.0,Zhiqiang WU,CHN,Kunshan (CHN),2012-09-22
10.53,13.0,Amon KUSEKWA,BOT,Lobatse (BOT),2018-05-26
10.53,16.0,Riku ILLUKKA,FIN,Vantaa (FIN),2018-05-26
10.53,13.0,Kevin HALLMON,USA,"Gulf Shores, AL (USA)",2018-05-25
10.53,9.0,Francesco CARRIERI,ITA,Savona (ITA),2018-05-23
10.53,-2.0,Kexin YUE,CHN,Chongqing (CHN),2018-05-22
10.53,3.0,Jevony MURRAY,JAM,"El Dorado, KS (USA)",2018-05-18
10.53,13.0,Mason PHILLIPS,USA,"Mount Olive, NC (USA)",2018-05-13
10.53,10.0,Yuki KINOSHITA,JPN,"Honjo Athletic Stadium, Kitakyushu (JPN)",2019-10-27
10.53,6.0,Nair B. ABHIJITH,IND,Ranchi (IND),2019-10-11
10.53,2.0,Pol RETAMAL,ESP,"Stade CharlÃ©ty, Paris (FRA)",2019-08-24
