Mark,WIND,Competitor,Nat,Venue,Date
11.79,20.0,Abbie TADDEO,AUS,Sydney (AUS),2018-02-04
11.79,11.0,Olivia EATON,NZL,Canberra (AUS),2018-01-26
11.79,-37.0,Gretter GUILLÃ‰N,CUB,La Habana (CUB),2011-03-17
11.79,15.0,Ja'Leesa GILES,USA,"Fort Worth, TX (USA)",2019-03-16
11.79,5.0,Alicia BURNETT,USA,"Chesterfield, MO (USA)",2019-04-13
11.79,8.0,Petunia OBISI,RSA,Germiston (RSA),2019-04-25
11.79,8.0,Sokwakana MOGWASI,RSA,Germiston (RSA),2019-04-25
11.79,12.0,Essance SAMPLE,USA,"Philadelphia, PA (USA)",2019-04-26
11.79,-1.0,Taylor DELOACH,USA,"Columbus, OH (USA)",2019-04-27
11.79,-15.0,Zahria ALLERS-LIBURD,SKN,"Jacksonville, FL (USA)",2019-05-04
11.79,14.0,Mickayla GARDENER,JAM,Kingston (JAM),2019-03-29
11.79,17.0,Krystal WYNN,USA,"San Antonio, TX (USA)",2011-04-01
11.79,8.0,Sarah PEIRCE,CAN,Ottawa (CAN),2011-07-16
11.79,5.0,Yasmin Louise WOODRUFF,USA,"Los Angeles, CA (USA)",2011-04-30
11.79,8.0,N.C.D. PRIYADHARSHANI,SRI,Colombo (SRI),2014-08-12
11.79,20.0,Carla-Kay MILLS,USA,"Coral Gables, FL (USA)",2011-04-16
11.79,3.0,Emilia KJELLBERG,SWE,"Hayward Field, Eugene, OR (USA)",2014-07-22
11.79,12.0,Pernilla NILSSON,SWE,Sundsvall (SWE),2014-07-20
11.79,16.0,Marije VAN HUNENSTIJN,NED,Breda (NED),2014-06-28
11.79,0.0,Tameka RAWLINS,BAR,St. Michael (BAR),2014-06-21
11.79,12.0,Tobi AMUSAN,NGR,Calabar (NGR),2014-06-19
11.79,8.0,Karoline KOEHLER,USA,"Chula Vista, CA (USA)",2014-06-14
11.79,0.0,Franziska WACHTEL,GER,Wesel (GER),2014-06-14
11.79,-4.0,Maria Isabel PÃ‰REZ,ESP,Salamanca (ESP),2014-06-12
11.79,14.0,Tara Marie NORUM,NOR,Oslo (NOR),2014-05-22
11.79,20.0,Shauna THOMPSON,GBR,Loughborough (GBR),2014-05-18
11.79,20.0,Placida MARTINEZ,ESP,Barcelona (ESP),2014-05-17
11.79,18.0,Jenna BANEGAS,USA,"Orem, UT (USA)",2014-05-17
11.79,-2.0,Aaliyah MCKINNEY,USA,"Athens, OH (USA)",2014-05-17
11.79,12.0,Iphona-ClÃ©mence PAIEMENT,CAN,"Lubbock, TX (USA)",2014-05-17
11.79,-10.0,Me'Lisa BARBER,USA,"Atlanta, GA (USA)",2014-05-16
11.79,-2.0,Brittany WALKER,USA,"Ruston, LA (USA)",2014-03-22
11.79,-8.0,Shellece CLARK,JAM,Kingston (JAM),2014-03-28
11.79,16.0,Shamira BARRETT,USA,"High Point, NC (USA)",2014-04-05
11.79,20.0,Deysha SMITH-JENKINS,USA,"Storrs, CT (USA)",2014-04-05
11.79,-11.0,Barbara DA SILVA LEONCIO,BRA,SÃ£o Paulo (BRA),2014-04-05
11.79,19.0,Kaelin ROBERTS,USA,Trabuco Hills (USA),2014-04-05
11.79,8.0,Maria RÃ„SÃ„NEN,FIN,Espoo (FIN),2014-08-17
11.79,9.0,G'Ana ROBINSON,USA,"Greensboro, NC (USA)",2014-04-12
11.79,20.0,Dinesha BEAN,USA,"Azusa, CA (USA)",2014-04-18
11.79,-2.0,Amantle MONTSHO,BOT,Bamako (MLI),2014-04-22
11.79,11.0,Alexis FEREBEE,USA,"New Orleans, LA (USA)",2014-04-26
11.79,15.0,Lakesha CAMERON,USA,"Conway, SC (USA)",2014-05-10
11.79,11.0,Leonie ROBINSON,JAM,"New Orleans, LA (USA)",2014-04-12
11.79,6.0,Giulia LATINI,ITA,Orvieto (ITA),2016-07-29
11.79,13.0,LorÃ¨ne Dorcas BAZOLO,CGO,Lisboa (POR),2014-07-26
11.79,12.0,Eloise DE LA TAILLE,FRA,Chateauroux (FRA),2016-07-01
11.79,8.0,Hope GLENN,USA,"Greensboro, NC (USA)",2016-06-17
11.79,-1.0,Marcela PÃRKOVÃ,CZE,Kolin (CZE),2016-06-12
11.79,19.0,Zion CORRALES-NELSON,PHI,Nanaimo (CAN),2016-06-03
11.79,4.0,Yekaterina KUZINA,RUS,Moskva (RUS),2016-05-30
11.79,11.0,Hanna CHUBKOVTSOVA,UKR,Kirovograd (UKR),2016-05-25
11.79,17.0,OrphÃ©e DEPUYDT,BEL,Oordegem (BEL),2016-05-21
11.79,4.0,Tsaone SEBELE,BOT,Polokwane (RSA),2016-04-29
11.79,-3.0,Joy SPEAR CHIEF-MORRIS,CAN,"Long Beach, CA (USA)",2016-04-16
11.79,19.0,Sandra LATRACE,CAN,Calgary (CAN),2016-06-18
11.79,13.0,Anny Caroline DE BASSI,BRA,Sao Bernardo do Campo (BRA),2016-04-15
11.79,10.0,Magnolia LAFLEUR,TTO,"Los Angeles, CA (USA)",2016-04-14
11.79,17.0,Maryke BRITS,RSA,Germiston (RSA),2016-04-01
11.79,13.0,Friederike MÃ–HLENKAMP,GER,Wetzlar (GER),2016-07-23
11.79,17.0,Sally Mayara SIEWERDT,BRA,SÃ£o Paulo (BRA),2014-09-13
11.79,13.0,Tatiane DOS SANTOS PEREIRA,BRA,SÃ£o Paulo (BRA),2014-10-09
11.79,0.0,Latoya KING,JAM,"Emporia, KS (USA)",2011-05-07
11.79,18.0,Olicia SHARP,USA,"Durham, NC (USA)",2011-05-07
11.79,16.0,Da'Lynn MILLS,USA,"Villanova, PA (USA)",2011-05-07
11.79,-17.0,Basirah Sharifa NASIR,BRN,Manama (BRN),2016-04-14
11.79,12.0,Zeru XIE,CHN,Chongqing (CHN),2016-06-18
11.79,-10.0,Marie VEALE,USA,"Palo Alto, CA (USA)",2016-04-01
11.79,7.0,Natasha BROWN,CAN,Edmonton (CAN),2016-06-24
11.79,18.0,Destiny LONGMIRE,USA,"Clovis, CA (USA)",2016-06-24
11.79,-7.0,Eleni FROMMANN,GER,Mannheim (GER),2016-06-25
11.8,9.0,Alexis LOVE,USA,"Prairie View, TX (USA)",2019-03-23
11.8,19.0,Bethany BRIDGE,JAM,Kingston (JAM),2019-02-02
11.8,20.0,Olivia HONEY,AUS,Melbourne (AUS),2019-03-02
11.8,0.0,Mia GROSS,AUS,Melbourne (AUS),2019-03-21
11.8,15.0,Pebbles SCOTT,USA,"Miami, FL (USA)",2019-03-22
11.8,14.0,Ariana RICHARDSON,USA,"Columbia, SC (USA)",2018-05-12
11.8,17.0,Morganne MUKES,USA,"Waco, TX (USA)",2018-05-12
11.8,3.0,Caitlan TATE,USA,"Coral Gables, FL (USA)",2018-05-11
11.8,-1.0,Christina WALTER,USA,"Philadelphia, PA (USA)",2018-05-06
11.8,10.0,Nia WILLIAMS,USA,"Prairie View, TX (USA)",2018-05-06
11.8,5.0,Charnice ANDERSON,USA,"Hutchinson, KS (USA)",2018-05-04
11.8,19.0,Michelle HOLT,USA,"Turlock, CA (USA)",2018-05-04
11.8,10.0,Deja MOORE,USA,"Natchitoches, LA (USA)",2018-04-28
11.8,15.0,Jasmine DECKARD,USA,"Joplin, MO (USA)",2018-04-27
11.8,20.0,Kyara AVANT,USA,"Des Moines, IA (USA)",2018-04-27
11.8,5.0,Jasmine TODD,USA,St. George's (GRN),2018-04-21
11.8,-3.0,Jessica DAVIS,USA,"Torrance, CA (USA)",2018-04-20
11.8,-10.0,Mary Beth SANT,USA,"Greeley, CO (USA)",2018-03-31
11.8,7.0,Rae'vyn LAWLER,USA,"Palo Alto, CA (USA)",2018-03-30
11.8,4.0,Anthaya CHARLTON,BAH,Nassau (BAH),2018-03-16
11.8,9.0,Kristie EDWARDS,AUS,Gold Coast (AUS),2018-02-16
11.8,12.0,Femke VAN DER MEIJ,NED,Leiden (NED),2008-06-14
11.8,2.0,Madisen RICHARDS,USA,"Westwood, CA (USA)",2018-04-29
11.8,-1.0,Naoka MIYAKE,JPN,Osaka (JPN),2018-09-23
11.8,-10.0,Haruna KUBOYAMA,JPN,Kawasaki (JPN),2018-09-08
11.8,20.0,Carina FREY,GER,"San Marcos, TX (USA)",2018-05-13
11.8,0.0,Tina MARTIN,USA,"Charleston, IL (USA)",2018-05-19
11.8,16.0,Minke BISSCHOPS,NED,Tilburg (NED),2018-05-21
11.8,20.0,Leonie VAN VLIET,NED,Tilburg (NED),2018-05-21
11.8,12.0,Emerald BOWENS,USA,"Clovis, CA (USA)",2018-06-02
11.8,-1.0,Anna OBRADORS BARO,ESP,Barcelona (ESP),2018-06-02
11.8,3.0,Lumeka KATUNDU,ZAM,Lusaka (ZAM),2019-03-23
11.8,8.0,Shereca HEMMINGS,JAM,Kingston (JAM),2018-06-02
11.8,2.0,Kylie PRICE,USA,"Pomona, CA (USA)",2018-06-02
11.8,8.0,Rhodah NJOBVU,ZAM,Bottrop (GER),2018-07-08
11.8,20.0,Hilal DURMAZ,TUR,Brisbane (AUS),2018-10-25
11.8,10.0,Sureewan RUNAN,THA,Warszawa (POL),2018-07-14
11.8,14.0,Alba BORRERO,ESP,Getafe (ESP),2018-07-21
11.8,2.0,Xuan WANG,CHN,Dalian (CHN),2018-08-03
11.8,17.0,Astrid GLENNER-FRANDSEN,DEN,Odense (DEN),2018-08-25
11.8,16.0,Rebekka HAASE,GER,Mannheim (GER),2011-07-02
11.8,2.0,Annie TAGOE,GBR,Mannheim (GER),2011-07-02
11.8,5.0,Laetitia LIBERT,BEL,Naimette-XhovÃ©mont (BEL),2008-07-16
11.8,13.0,Anna HEINIÃ–,FIN,Helsinki (FIN),2008-08-26
11.8,6.0,Elly GRAF,AUS,Pune (IND),2008-10-14
11.8,18.0,Monika TÃBORSKÃ,CZE,Brno (CZE),2011-07-02
11.8,4.0,Yingju WANG,CHN,Zhaoqing (CHN),2008-11-08
11.8,3.0,Aiko IKI,JPN,Kyoto (JPN),2018-07-14
11.8,0.0,Naoka MIYAKE,JPN,Singapore (SGP),2019-03-29
11.8,18.0,Sonia MOLINA-PRADOS,ESP,Soria (ESP),2019-08-04
11.8,18.0,Isatta KENNEH,USA,"Daytona Beach, FL (USA)",2019-03-30
11.8,5.0,Lucija POKOS,CRO,Zagreb (CRO),2014-09-13
11.8,3.0,Iyoba EDOBA,JPN,Nagasaki (JPN),2014-10-18
11.8,10.0,A. Harika DEVI,IND,Ranchi (IND),2019-10-11
11.8,12.0,Jagoda MIERZYÅƒSKA,POL,"Stadion im. MarszaÅ‚ka JÃ³zefa PiÅ‚sudskiego, Radom (POL)",2019-08-23
11.8,-37.0,Leanne MESEN,CUB,La Habana (CUB),2011-03-17
11.8,12.0,Jasmine TODD,USA,"Chandler, AZ (USA)",2011-03-26
11.8,-1.0,Stormy KENDRICK,USA,"Durham, NC (USA)",2011-04-22
11.8,-6.0,Shannon GAGNE,USA,"Philadelphia, PA (USA)",2011-04-29
11.8,17.0,Jade BAILEY,BAR,MedellÃ­n (COL),2011-04-30
11.8,15.0,Megan MARRS,GBR,Bedford (GBR),2014-08-30
11.8,4.0,Ciara JARRETT,USA,"Indianapolis, IN (USA)",2011-05-08
11.8,8.0,Diana JOHNSON,JAM,Kingston (JAM),2011-05-21
11.8,0.0,Goodness THOMAS,NGR,Abuja (NGR),2011-05-21
11.8,8.0,Cierra WHITE,USA,"Shippensburg, PA (USA)",2011-05-27
11.8,-3.0,Olga PCHELA,RUS,Bryansk (RUS),2011-05-28
11.8,19.0,Mica MOORE,GBR,Leigh (GBR),2011-06-04
11.8,9.0,Estela GARCÃA,ESP,Salamanca (ESP),2011-06-08
11.8,-20.0,Jessica Lynn SANCHEZ,MEX,Guadalajara (MEX),2011-10-24
11.8,1.0,Chaniqua CORINEALDI,USA,"Fort Collins, CO (USA)",2011-05-14
11.8,11.0,Anniina KORTETMAA,FIN,Tampere (FIN),2014-08-24
11.8,-5.0,Naomi SEDNEY,NED,Amsterdam (NED),2014-07-26
11.8,10.0,CharlÃ©ne KELLER,SUI,Frauenfeld (SUI),2014-07-25
11.8,7.0,Emma WILTSHIRE,GBR,Birmingham (GBR),2008-06-15
11.8,14.0,Tamaira WILLIAMS,USA,"Tulsa, OK (USA)",2014-03-22
11.8,19.0,Alisha KEYS,USA,"Austin, TX (USA)",2014-03-28
11.8,0.0,Nina GRAMBLING,USA,"Raleigh, NC (USA)",2014-03-28
11.8,9.0,Diandra GILBERT,JAM,"Greensboro, NC (USA)",2014-04-12
11.8,20.0,Jenae AMBROSE,BAH,Fort-de-France (FRA),2014-04-19
11.8,-5.0,Jasmine WALKER,USA,"Spartanburg, SC (USA)",2014-04-26
11.8,-7.0,Tori WILLIAMS,USA,"Tampa, FL (USA)",2014-05-03
11.8,2.0,Jennifer CHRISTIAN,USA,"Amherst, MA (USA)",2014-05-03
11.8,16.0,Keishorea ARMSTRONG,USA,"Burlington, VT (USA)",2014-05-04
11.8,18.0,Louise KIERNAN,IRL,Dublin (IRL),2014-05-25
11.8,18.0,Maderley ALCAZAR,COL,MedellÃ­n (COL),2014-05-31
11.8,14.0,Anglerne ANNELUS,USA,"Jefferson City, MO (USA)",2014-05-31
11.8,0.0,Tamara SLASTNIKOVA,RUS,Kemerovo (RUS),2014-06-04
11.8,-15.0,Katarina ROMAIN,FRA,Albi (FRA),2014-06-28
11.8,17.0,Giulia RIVA,ITA,Savona (ITA),2014-07-02
11.8,7.0,Dayleen SANTANA RODRIGUEZ,PUR,Morelia (MEX),2014-07-04
11.8,17.0,Alexandra BURGHARDT,GER,Mannheim (GER),2014-07-05
11.8,10.0,Manqi GE,CHN,Jinan (CHN),2014-07-11
11.8,-1.0,Maryam TOOSI,IRI,"National Stadium, Shenzhen (CHN)",2011-08-16
11.8,12.0,Svitlana HONCHAROVA,UKR,Donetsk (UKR),2011-08-02
11.8,9.0,Christelle MONNE,FRA,Albi (FRA),2011-07-29
11.8,-6.0,Khanrutai PAKDEE,THA,Bangkok (THA),2019-05-18
11.8,-6.0,Tassaporn WANNAKIT,THA,Bangkok (THA),2019-05-18
11.8,8.0,Martina BALBONI,ITA,GenÃ¨ve (SUI),2008-05-31
11.8,3.0,Fabienne BERET-MARTINEL,FRA,GenÃ¨ve (SUI),2008-05-31
11.8,3.0,Yasmin Louise WOODRUFF,USA,"Cerritos, CA (USA)",2008-05-30
11.8,19.0,Lajarsha MOSES,USA,"Atlanta, GA (USA)",2008-05-17
11.8,12.0,Jaquay EVANS,USA,"Princeton, NJ (USA)",2008-05-17
11.8,8.0,Ashley COUSIN,USA,"Athens, GA (USA)",2008-05-09
11.8,17.0,Lauren WIGGINS,USA,"Arlington, TX (USA)",2008-05-03
11.8,0.0,Ebony THOMAS,USA,"Annapolis, MD (USA)",2008-05-02
11.8,11.0,Rosana MERCADO,PUR,"Walnut, CA (USA)",2008-04-20
11.8,2.0,Talia WISE,USA,"Coral Gables, FL (USA)",2008-03-29
11.8,11.0,Shavine HODGES,JAM,Kingston (JAM),2008-03-02
11.8,9.0,Eunice BOATENG,CAN,"Charlottesville, VA (USA)",2019-05-10
11.8,17.0,Imani SOLAN,USA,"Princeton, NJ (USA)",2019-05-04
11.8,20.0,Ezra MCCAW,USA,"Clinton, MS (USA)",2019-05-03
11.8,17.0,Angelica FLOYD,USA,"Allendale, MI (USA)",2019-05-02
11.8,14.0,Jeanine WILLIAMS,JAM,"Athens, GA (USA)",2019-04-27
11.8,16.0,Beyonce DEFREITAS,IVB,"Gainesville, FL (USA)",2019-04-27
11.8,18.0,Tatiana AHOLOU,CAN,"Des Moines, IA (USA)",2019-04-26
11.8,17.0,Sekayi BRACEY,USA,"Louisville, KY (USA)",2019-04-13
11.8,-21.0,Yuna ITO,JPN,Sagamihara (JPN),2019-05-24
11.8,-1.0,Maisie STEVENS,AUS,"Palo Alto, CA (USA)",2019-03-29
11.8,11.0,Monique SPENCER,JAM,"Gulf Shores, AL (USA)",2019-05-25
11.8,18.0,Njeri OMAWAHLEH,USA,"Chula Vista, CA (USA)",2019-05-26
11.8,-1.0,Amandine ELARD,FRA,CompiÃ©gne (FRA),2011-07-23
11.8,0.0,Comfort GERBER,USA,"Lake Buena Vista, FL (USA)",2011-07-17
11.8,10.0,Lijuan YU,CHN,Nanchang (CHN),2011-07-16
11.8,-15.0,Allison GEORGE,GRN,MayagÃ¼ez (PUR),2011-07-15
11.8,3.0,Cynthia BOLINGO,BEL,Kortrijk (BEL),2011-07-09
11.8,2.0,Beatrice GYAMAN,GHA,JÃ¤msÃ¤ (FIN),2011-07-03
11.8,6.0,Emelie RANTZOW,SWE,GÃ¶teborg (SWE),2019-08-09
11.8,17.0,Kanami MIMURA,JPN,Okinawa (JPN),2019-08-05
11.8,18.0,Mariya MOKROVA,UKR,Lutsk (UKR),2019-07-25
11.8,12.0,Niya BENTON-ANDREWS,USA,"Powder Springs, GA (USA)",2019-07-20
11.8,11.0,Neele SCHUTEN,GER,Rhede (GER),2019-07-20
11.8,3.0,Svetlana GOLENDOVA,KAZ,"Central Stadium, Almaty (KAZ)",2019-07-07
11.8,14.0,Lynn MANTINGH,SUI,Bulle (SUI),2019-07-07
11.8,15.0,Kyla Ashley RICHARDSON,PHI,"Long Beach, CA (USA)",2019-06-29
11.8,-8.0,Iyanuloluwa BADA,NGR,Abuja (NGR),2019-06-25
11.8,15.0,Alexandra MORTANT,BEL,Nivelles (BEL),2019-06-22
11.8,10.0,Olivia WOMACK,USA,"Greensboro, NC (USA)",2019-06-15
11.8,16.0,BreeAna BATES,USA,"Greensboro, NC (USA)",2019-06-15
11.8,10.0,Jada MOORE,USA,"Albuquerque, NM (USA)",2019-06-08
11.8,8.0,Mette GRAVERSGAARD,DEN,Skara (SWE),2019-06-06
11.8,0.0,Yuliana ANGULO,ECU,Guadalajara (ESP),2019-06-01
11.8,16.0,Shelby DANIELE,USA,"Clovis, CA (USA)",2019-05-25
11.8,12.0,Olga BELKINA,RUS,Cheboksary (RUS),2008-06-17
11.8,11.0,Stephanie KALU,USA,"Eugene, OR (USA)",2011-06-24
11.8,-3.0,Lakecia EALEY,USA,"Gainesville, FL (USA)",2010-04-17
11.8,3.0,Sathi GEETHA,IND,Patiala (IND),2010-08-05
11.8,18.0,Ina THIMM,GER,Wetzlar (GER),2010-07-31
11.8,-16.0,Iwona ZIÃ“ÅKOWSKA,POL,Bielsko-Biala (POL),2010-07-08
11.8,5.0,Sara JÃ„PEL,GER,Mannheim (GER),2010-07-03
11.8,6.0,Dominique BOOKER,USA,"Greensboro, NC (USA)",2010-06-17
11.8,20.0,Asia GOODEN,USA,"Clovis, CA (USA)",2010-06-04
11.8,7.0,Samantha CALHOUN,USA,"Arlington, TX (USA)",2010-05-16
11.8,3.0,Emma ANIA,GBR,Oristano (ITA),2010-05-15
11.8,1.0,Adrienne THOMAS,USA,"Bloomington, IN (USA)",2010-05-15
11.8,16.0,Nancy SHELTON,USA,"Ruston, LA (USA)",2010-05-14
11.8,16.0,Tierra FLOWERS,USA,"Greensboro, NC (USA)",2010-05-08
11.8,10.0,Da'Lynn MILLS,USA,"University Park, PA (USA)",2010-05-07
11.8,0.0,Letecia WRIGHT,USA,"Columbus, OH (USA)",2010-05-01
11.8,-4.0,Felicia PAULDING,USA,"Boone, NC (USA)",2010-04-25
11.8,15.0,Thandi VILAKAZI,RSA,Potchefstroom (RSA),2010-04-17
11.8,20.0,Jodean WILLIAMS,JAM,Kingston (JAM),2012-06-16
11.8,3.0,Kia JACKSON,USA,"Knoxville, TN (USA)",2010-04-09
11.8,-9.0,Dionna HAYES,USA,"Williamsburg, VA (USA)",2010-04-02
11.8,14.0,Saqukine CAMERON,JAM,Kingston (JAM),2010-03-26
11.8,9.0,Kristin BRIDGES,USA,"Memphis, TN (USA)",2010-03-20
11.8,18.0,Jaida KNOWLES,BAH,"T. Robinson Stadium, Nassau (BAH)",2020-01-10
11.8,-8.0,Anna-Lena FREESE,GER,"Clermont, FL (USA)",2016-04-30
11.8,-25.0,Gemima JOSEPH,FRA,"Stade Edmard Lama, Remire-Montjoly (FRA)",2020-02-22
11.8,18.0,JogailÄ— PETROKAITE,LTU,"Jacksonville, FL (USA)",2016-05-04
11.8,2.0,Ashleigh CHAMBERS,USA,"Long Beach, CA (USA)",2016-05-13
11.8,6.0,Janice BABEL,NED,Hoorn (NED),2012-05-12
11.8,-12.0,Kiara PORTER,USA,"Princeton, NJ (USA)",2012-05-12
11.8,0.0,Zainab SANNI,USA,"Lakewood, PA (USA)",2012-05-19
11.8,0.0,Wen-Wen LIN,TPE,Taipei City (TPE),2012-05-25
11.8,11.0,Beate SCHROTT,AUT,St. PÃ¶lten (AUT),2012-06-09
11.8,-1.0,Olga TERYOKHINA,RUS,Moskva (RUS),2012-06-13
11.8,3.0,Iyoba EDOBA,JPN,Nagoya (JPN),2016-10-22
11.8,1.0,Naoka MIYAKE,JPN,Osaka (JPN),2016-09-25
11.8,11.0,Mitsugi NAKAMURA,JPN,Kumagaya (JPN),2016-09-02
11.8,1.0,Tu Chinh LE,VIE,Ho Chi-Minh (VIE),2016-07-29
11.8,10.0,Matilda HELLQVIST,SWE,Karlstad (SWE),2016-07-27
11.8,1.0,Audrey LEDUC,CAN,QuÃ©bec (CAN),2016-07-16
11.8,11.0,Samantha DAGRY,SUI,GenÃ¨ve (SUI),2016-07-16
11.8,18.0,Ingrid ANDRES,ESP,CastellÃ³n (ESP),2016-07-02
11.8,8.0,Anna Å UHÃJKOVÃ,CZE,Pardubice (CZE),2016-06-22
11.8,1.0,Tamara SLASTNIKOVA,RUS,Cheboksary (RUS),2016-06-20
11.8,9.0,Anastasiya VINOGRADOVA,KAZ,Bishkek (KGZ),2016-06-18
11.8,0.0,Katrin SCHÃ–NE,GER,Gladbeck (GER),2016-06-05
11.8,-4.0,Sharlene MAWDSLEY,IRL,Tullamore (IRL),2016-06-04
11.8,19.0,Paloma DIEZ,ESP,Salamanca (ESP),2016-06-04
11.8,1.0,Marijke BOOGERD,NED,Oordegem (BEL),2016-05-29
11.8,9.0,Qun LIU,CHN,Taiyuan (CHN),2016-05-20
11.8,4.0,Ayana WALKER,USA,"Rome, GA (USA)",2016-05-14
11.8,18.0,Tyjuana EASON,USA,"Bloomington, IN (USA)",2016-05-06
11.8,9.0,Ashley SIMS,USA,"Irvine, CA (USA)",2012-05-11
11.8,11.0,Ebony LANE,AUS,"Lakeside Stadium, Melbourne (AUS)",2020-03-01
11.8,17.0,Janiyah TOWNSEND,USA,"Tropical Park Track, Miami, FL (USA)",2020-03-07
11.8,8.0,Veronica Shanti PEREIRA,SGP,Singapore (SGP),2015-04-04
11.8,9.0,Sarah THOMAS,USA,"Starkville, MS (USA)",2015-04-10
11.8,4.0,Darriel BANKS,USA,"Tempe, AZ (USA)",2015-04-11
11.8,10.0,Seidatha PALMER,JAM,Kingston (JAM),2015-04-11
11.8,4.0,Breunna MCCARTY,USA,"Waco, TX (USA)",2015-04-18
11.8,-1.0,Whitney ROWE,CAN,"Norwalk, CA (USA)",2015-04-18
11.8,15.0,Brenicke JOHNSON,USA,"Rock Hill, SC (USA)",2015-04-22
11.8,9.0,Lexis LAMBERT,USA,"Fresno, CA (USA)",2015-04-25
11.8,-10.0,Cindy ROLEDER,GER,Halle (GER),2015-05-01
11.8,16.0,Stefania GYAMFI,CAN,"Pueblo, CO (USA)",2015-05-03
11.8,18.0,Alisha ROWLEE,USA,"Eugene, OR (USA)",2015-05-08
11.8,18.0,Sharona WILLIAMS,JAM,"Hammond, LA (USA)",2015-05-10
11.8,7.0,Taylor MCCORKLE,USA,"Philadelphia, PA (USA)",2015-05-10
11.8,-6.0,Beatriz CRUZ,PUR,Ponce (PUR),2015-05-23
11.8,8.0,Michaela BUTLER,USA,"Lexington, KY (USA)",2015-05-30
11.8,20.0,Sarah RICHARD MINGAS,FRA,Sarcelles (FRA),2015-06-06
11.8,9.0,Abby STEINER,USA,"Columbus, OH (USA)",2015-06-06
11.8,18.0,Shakera REECE,BAR,St. Michael (BAR),2015-06-20
11.8,-1.0,Hiriyur Manjunath JYOTHI,IND,Chennai (IND),2015-07-13
11.8,17.0,Andreou PARASKEVI,CYP,Eskilstuna (SWE),2015-07-16
11.8,-11.0,Agnes OSAZUWA,NGR,Warri (NGR),2015-07-30
11.8,7.0,Rebecca CAMPSALL,GBR,Bedford (GBR),2015-08-01
11.8,18.0,Jessica Carolina ALVES DOS REIS,BRA,Sao Bernardo do Campo (BRA),2015-09-26
11.8,13.0,Demi WASHINGTON,USA,"Mobile, AL (USA)",2015-04-04
11.8,13.0,Brooke SOMERFIELD,NZL,"Nga Puna Wai Sports Hub, Christchurch (NZL)",2020-03-06
11.8,12.0,Ciona WILLIAMS,USA,"Coral Gables, FL (USA)",2015-03-21
11.8,-6.0,Wenda NEL,RSA,Pretoria (RSA),2015-02-13
11.8,-1.0,Praise OFOKU,NGR,"Samuel Ogbemudia Stadium, Benin City (NGR)",2020-03-14
11.8,14.0,Kyla LA GRANGE,RSA,"UJ Soweto Campus, Johannesburg (RSA)",2020-03-14
11.8,16.0,Veronica BESANA,ITA,"Centro Sportivo Fontanassa, Savona (ITA)",2020-07-16
11.8,-10.0,Katsyarina ZHYVAYEVA,BLR,"Regional Sport Complex, Brest (BLR)",2020-07-16
11.8,-2.0,Mette GRAVERSGAARD,DEN,"Ceres Park, Aarhus (DEN)",2020-07-23
11.8,20.0,Tiana Ã“sk WHITWORTH,ISL,Akureyri (ISL),2020-07-25
11.8,2.0,Milian FIELDS,USA,"Columbia International University, Columbia, SC (USA)",2020-07-31
11.8,20.0,Azusa SASAKI,JPN,"Try Stadium, Osaka (JPN)",2020-08-08
11.8,16.0,Julia HENRIKSSON,SWE,"Campus Valla, LinkÃ¶ping (SWE)",2020-08-22
11.8,-20.0,Tetyana MELNYK,UKR,"Avangard Stadium, Lutsk (UKR)",2020-08-29
11.8,-5.0,Maki WADA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",2020-10-01
11.8,8.0,Shola ADENIRAN,AUS,"SOPAC, Sydney (AUS)",2020-12-05
11.8,20.0,Kennedy KING,USA,"Harrisonburg, VA (USA)",2016-04-23
11.8,15.0,Shekara BOAKYE,USA,"Fayetteville, AR (USA)",2016-04-23
11.8,6.0,Iphona-ClÃ©mence PAIEMENT,CAN,"Gainesville, FL (USA)",2016-04-22
11.8,13.0,Rashan BROWN,BAH,"Cullowhee, NC (USA)",2016-04-16
11.8,16.0,Peyton STEWART,USA,"Muncie, IN (USA)",2016-04-16
11.8,20.0,Melissa SWANEPOEL,RSA,Stellenbosch (RSA),2016-04-15
11.8,18.0,Dutee CHAND,IND,Bengaluru (IND),2012-07-13
11.8,13.0,Ella RÃ„SÃ„NEN,FIN,Tampere (FIN),2012-09-08
11.8,10.0,Veronica BORSI,ITA,"Guidobaldi, Rieti (ITA)",2012-09-09
11.8,1.0,Xiaoyu PANG,CHN,Kunshan (CHN),2012-09-22
11.8,18.0,Caitlin SARGENT-JONES,AUS,Brisbane (AUS),2015-01-17
11.8,6.0,Kasheika CAMERON,JAM,Kingston (JAM),2015-03-07
11.8,8.0,Charlesha LIGHTBOURNE,BAH,"Fairfax, VA (USA)",2012-05-05
11.8,-8.0,Amandine ELARD,FRA,Oordegem (BEL),2012-05-26
11.8,19.0,Alisha KEYS,USA,"Lawrence, KS (USA)",2012-04-20
11.8,19.0,Eunice BOATENG,CAN,Toronto (CAN),2017-06-24
11.8,5.0,Cuimin LIANG,CHN,Guiyang (CHN),2017-06-25
11.8,2.0,Sharlene MAWDSLEY,IRL,"Stade Olympique de la Pontaise, Lausanne (SUI)",2017-07-06
11.8,0.0,Caroline CHAILLOU,FRA,Albi (FRA),2017-07-08
11.8,16.0,Maarja KALEV,EST,Tallinn (EST),2017-07-22
